-0.16,0.9,-1,0.28,-0.04,-0.16,-0.58,-1,-1,-0.64,-0.9,0.44,-0.16,1,1,0.96,5
-1,0.72,-0.34,1,0.2,0.62,0.16,0.18,0.92,-0.12,1,-0.72,0.24,-1,-0.6,-0.88,3
1,0.96,0.5,0.92,-0.56,1,-1,0.66,-0.24,0.32,0.6,-0.16,0.12,-0.88,-0.9,-1,5
-0.62,0.48,-0.06,1,0.62,0.66,0.14,0.02,-0.64,-0.48,-1,-0.82,0.08,-0.88,1,-1,2
-1,0.24,-0.4,0.8,0.4,1,0.14,0.22,-0.04,-0.56,-0.86,-1,-0.28,-0.96,1,-0.94,1
-0.42,0.4,0.12,-0.28,-0.14,-0.96,-0.94,-1,-1,-0.16,-0.74,0.52,0.12,0.8,1,1,5
-0.76,0.2,-0.26,-0.28,-0.18,-1,-0.7,-0.96,-1,-0.16,-0.46,0.32,0.26,0.68,1,1,5
0.2,0.64,-0.58,0.48,-1,-0.5,-0.32,-1,0.64,-0.46,1,0.5,0.08,1,-0.72,0.5,0
-0.48,1,-0.58,0.3,0.82,-0.36,0.32,-1,-0.24,-0.5,0.82,0.22,1,0.98,-1,0.96,8
0.1,0.84,-0.66,0.56,0.1,-0.24,-1,-1,-0.58,0.12,0.1,1,0.84,-0.5,1,,8
-1,0.82,-0.16,1,0.26,0.52,0.06,-0.24,0.08,-1,-0.2,-0.92,-0.04,-0.42,1,-0.28,7
-1,0.8,-0.18,1,0.66,0.76,0.3,0.3,0.38,-0.14,1,-0.56,0.32,-0.9,-0.72,-1,3
0.3,0.68,-0.2,1,-0.86,0.36,-1,-0.38,-0.32,-1,1,-0.84,0.28,-0.52,-0.78,-0.94,6
-1,0.64,-0.38,1,-0.04,0.14,-0.9,-0.3,-1,-0.36,-0.44,0.32,-0.12,1,0.24,,7
-0.62,0.54,-1,-0.26,-0.74,-1,0.26,-0.82,0.94,-0.18,1,0.64,0.16,1,-0.7,0.54,0
1,1,0.46,0.92,-0.1,0.36,-0.44,-0.26,-0.46,-0.92,0.52,-1,0.16,-0.52,-1,-0.56,6
-0.36,0.68,-1,0.1,-0.64,-0.98,0.52,-1,1,0.04,0.42,1,-0.32,0.22,-0.14,-0.9,0
-1,0.7,-0.38,1,0.18,0.46,0.1,-0.28,-0.08,-1,-0.46,-0.48,-0.06,-0.2,1,-0.22,7
0.52,1,-0.64,0.46,-1,0.62,-0.04,1,0.4,0.34,0.48,-0.34,-0.26,-0.84,-1,,4
-1,1,0.46,0.98,0.24,0.32,-0.32,-0.34,-0.72,-1,-0.9,-0.7,-0.62,-0.14,1,-0.14,7
-0.7,0.58,-0.84,-0.28,-0.26,-1,0.78,-0.58,1,0.26,0.46,1,-0.58,0.64,-1,-0.14,0
-1,1,0.82,0.36,0.2,0.16,-0.42,-0.48,-1,-0.82,-0.64,-0.54,-0.1,1,-0.02,,7
-0.1,0.96,0.64,1,0.44,0.14,-0.16,-0.56,-1,-1,-0.94,-0.96,0.04,-0.92,1,-0.88,2
-0.78,0.6,-1,0.08,-0.06,-0.36,-0.28,-1,-0.78,-0.52,-0.94,0.24,-0.08,0.74,1,1,5
-1,0.6,-0.3,1,0.6,0.78,0.16,0.22,0.36,-0.22,1,-0.7,0.1,-1,-0.96,-0.94,3
-1,-0.94,-0.44,-1,0.24,-0.64,0.74,-0.14,1,0.42,0.78,1,0.08,0.96,0.56,0.6,9
-0.5,0.68,0.12,0.08,-0.06,-0.66,-0.9,-1,-1,-0.3,-0.8,0.44,0.04,0.8,1,1,5
-0.02,0.7,0.68,1,0.78,0.62,-0.04,0.22,0.8,-0.02,1,-0.4,0.02,-0.72,-1,-1,3
-0.44,0.54,0.24,1,1,0.7,0.34,0.16,0.92,-0.2,0.84,-0.82,-0.18,-1,-1,-0.64,3
-1,0.6,-0.14,0.86,0.82,1,0.92,0.6,0.5,0.14,1,-0.28,0.8,-0.72,-0.04,-1,3
-1,0.7,-0.48,1,0.48,0.78,0.24,0.28,0.22,-0.22,1,-0.58,0.28,-0.92,-0.86,-1,3
0.34,0.98,0.24,0.24,0.94,-0.74,-1,-1,-0.86,-0.32,1,0.18,1,1,-0.8,0.86,8
0.94,1,-0.14,0.54,-0.74,-0.16,-0.86,-0.96,0.36,-1,1,-0.32,-0.14,-0.28,-1,-0.9,6
0.06,0.84,0.5,1,0.44,0.42,0.28,0.2,1,-0.12,0.56,-0.7,-0.36,-1,-1,-0.8,3
-1,0.9,-0.04,1,0.78,0.6,0.56,-0.24,0.02,-1,-0.46,-0.58,0.02,-0.22,1,-0.38,7
0.4,0.84,-0.76,0.04,-0.48,-1,1,-0.14,0.76,1,-0.74,0.16,0.22,0.36,-1,-0.78,0
0.92,0.64,0.26,1,-1,0.68,-0.38,0.42,1,0.68,0.82,0.1,0.28,-0.44,-0.28,-1,9
-0.6,0.6,0.08,1,1,0.9,0.48,0.3,0.66,-0.18,0.86,-0.82,-0.06,-1,-1,-0.96,3
-1,0.98,0.46,1,1,0.6,0.12,-0.06,-0.34,-0.86,-0.8,-1,-0.86,-0.34,0.62,-0.3,7
0.1,0.46,0.14,1,0.84,0.78,0.5,-0.14,-0.68,-1,-1,-0.12,-0.62,1,-0.76,,2
0.64,0.46,0.22,1,-1,0.6,-0.3,0.1,1,0.54,0.98,0.22,0.74,-0.54,0.96,-1,9
0.2,1,-0.28,0.5,-0.72,-1,-0.54,-0.06,-0.72,0.78,-0.4,1,-0.48,0.72,-1,,4
-0.66,0.74,-0.76,0.3,0.28,-0.14,0.04,-1,-1,-0.72,-0.92,0.22,-0.3,0.94,1,1,5
-0.36,0.96,-0.84,0.42,0.12,-0.5,-0.44,-1,-1,-0.16,0.54,0.38,1,1,-0.7,0.84,8
-0.2,0.76,0.9,1,0.76,1,-0.2,0.54,0.44,0.22,1,-0.34,0.16,-0.86,-1,-1,5
-1,0.44,-0.98,1,-0.02,1,0.44,0.42,-0.14,-0.22,-0.8,-0.8,0.02,-1,1,-0.98,2
-0.92,0.68,1,0.14,0.58,-0.22,0.04,0.8,-0.18,1,-0.7,0.04,-1,-1,-0.9,,3
-0.16,0.7,0.7,1,1,0.36,0.52,-0.36,-0.1,-1,-0.98,-0.24,-0.2,-1,0.3,,8
-1,0.66,-0.16,1,1,0.72,0.5,-0.14,-1,-0.78,-0.7,-0.96,-0.46,0.38,-0.42,,7
-0.14,0.94,0.6,0.58,-0.56,0.32,-0.3,1,0.72,0.5,1,-0.54,-0.04,-1,-1,-0.52,9
0.64,1,-0.22,0.56,-0.66,-0.04,-0.62,-0.66,0.32,-1,1,-0.58,-0.12,-0.38,-1,-0.74,6
1,1,-0.06,0.76,-0.64,0.1,-0.68,-0.64,0.14,-1,0.9,-0.42,0.02,-0.24,-1,-0.68,6
-0.98,-0.4,-0.3,-1,0.56,-0.72,1,0.12,0.7,1,-0.16,0.96,-0.84,0.3,-1,-0.6,0
1,1,0.36,0.92,-0.26,0.5,-0.72,0.02,-1,-0.56,-0.58,-1,0.08,-0.8,-0.7,-0.64,6
-0.66,0.42,-0.24,1,0.8,0.7,0.36,0.02,0.32,-0.12,1,-0.7,0.06,-1,-1,-0.64,3
-0.58,1,-0.98,0.6,-1,0.08,0.4,0.02,1,0.46,0.64,0.02,0.48,-0.52,0.5,-1,4
-1,0.32,-0.04,1,1,0.66,0.38,-0.18,-0.26,-1,0.62,-0.48,0.52,0.38,-0.84,0.86,8
0.24,0.8,-0.7,0.54,-0.8,-0.48,0.12,-1,1,-0.38,0.86,0.62,-0.16,1,-1,0.4,0
0.86,1,0.16,0.58,-0.44,-0.84,-0.64,-0.06,-1,1,-0.72,0.16,-0.5,-1,-0.62,,6
1,1,0.32,0.9,-0.46,0.3,-1,-0.42,-0.5,-1,0.54,-0.76,0.4,-0.14,-0.68,-0.12,6
-0.04,0.92,0.34,1,0.36,0.14,-0.2,-0.54,-1,-0.7,-0.62,-0.4,0.18,-0.76,1,-1,2
-0.84,1,-0.5,0.5,0.68,0.98,-1,1,-0.6,0.66,1,0.62,0.2,-0.22,-0.74,-1,9
-1,0.94,-0.8,1,0.1,0.86,1,0.78,0.44,0.34,-0.08,-0.1,-0.26,-0.64,-0.18,-1,7
1,1,-0.2,0.76,-0.2,0.34,0.94,0.58,0.88,0.3,0.64,-0.2,0.04,-0.68,-1,-1,9
0.12,0.52,0.46,0.04,0.86,-0.74,-1,-1,-0.26,-0.3,1,0.38,1,1,-0.66,0.52,8
-0.48,0.7,0.36,1,0.82,0.58,0.36,0.08,0.66,-0.2,1,-0.68,0.12,-1,-1,-0.86,3
-1,0.28,-0.58,1,-0.46,0.72,-0.52,-0.14,-0.84,-0.92,-0.88,-1,0.06,-0.96,1,-0.88,1
-1,0.06,-0.04,0.5,0.34,1,0.62,0.66,0.62,0.14,0.76,-0.38,1,-0.88,0.98,-1,1
-0.46,0.3,0.16,-0.28,0.22,-1,-0.5,-0.8,-1,-0.1,-0.74,0.48,0.12,0.78,1,1,5
0.62,1,0.1,0.84,-0.66,0.22,-0.94,-0.48,-0.18,-1,1,-0.72,0.3,-0.12,-1,0.2,6
-1,-0.34,-0.38,0.2,0.38,0.72,0.62,1,0.44,0.44,0.44,-0.12,0.52,-0.68,1,-1,1
-0.78,0.64,-0.88,-0.18,-0.44,-1,0.56,-0.86,1,-0.04,0.6,0.8,-0.36,1,-1,0.3,0
1,1,0.42,0.88,-0.24,0.4,-0.78,-0.16,-1,-0.74,-0.2,-1,0.02,-0.48,-0.9,-0.54,6
-1,0.42,-0.52,1,0.28,0.98,0.38,0.26,0.06,-0.42,-0.44,-1,0.14,-0.9,1,-0.8,2
1,0.96,0.08,1,0.04,0.36,0.66,0.9,0.9,0.22,0.84,-0.64,-0.04,-1,-1,-0.96,9
-0.84,0.28,0.3,0.48,1,1,-0.14,0.86,-1,0.32,0.14,0.44,-0.04,-0.16,-0.46,-1,9
-0.06,0.6,0.42,1,1,0.78,-0.24,0.44,-0.12,-0.04,0.82,-0.54,-0.1,-1,-1,-0.8,3
-1,-0.06,-0.24,0.34,0.56,0.78,1,1,0.54,0.5,0.06,-0.02,-0.38,-0.54,-0.68,-1,1
0.72,0.24,0.28,1,-1,0.6,-0.2,-0.12,0.84,-0.76,-0.42,-1,-0.18,-0.26,1,0.3,8
-1,0.8,-0.24,1,0.36,0.4,0.18,-0.34,-0.36,-1,-0.96,-0.46,-0.3,-0.16,1,-0.18,7
0.3,0.86,0.36,0.46,0.84,-0.54,-0.74,-1,-1,-0.24,0.74,0.3,1,1,-0.9,0.96,8
0.24,1,-0.48,0.48,-0.7,-0.14,-0.84,-0.76,0.14,-1,1,-0.62,0.04,-0.3,-1,-0.54,6
0.42,1,0.74,-0.36,-0.36,-0.78,0.52,-1,1,-0.36,0.02,-0.02,-1,-0.18,,,6
-1,0.86,0.2,1,0.4,0.66,0.4,0.34,0.4,0.6,-0.34,0.6,-0.68,1,-1,,1
-0.48,0.8,-0.66,0.28,0.2,-0.32,0.06,-1,-0.6,-0.36,-1,0.46,-0.38,0.92,1,1,5
-0.54,0.76,-1,0.1,-0.5,0.28,-0.6,-0.66,-1,-0.58,0.08,-0.3,0.94,1,1,,5
0.02,1,-0.34,0.54,-1,0.06,-0.78,-0.36,0.54,-0.28,1,0.06,0.52,-0.46,0.2,-1,4
-0.46,0.68,-0.76,-0.16,-0.64,-1,0.46,-0.86,1,-0.1,0.86,0.76,-0.2,1,-1,0.34,0
0.1,0.64,0.9,1,0.96,0.66,0.28,0.24,0.82,-0.24,1,-0.74,-0.02,-1,-1,-0.84,3
-0.88,1,-1,0.86,-1,0.34,-0.64,-0.14,0.3,-0.08,0.84,0.66,-0.52,1,-1,,4
-0.16,0.94,-0.74,0.88,0.02,0.52,0.14,1,0.8,0.28,1,-0.58,0.1,-1,-1,-1,9
-1,0.86,0.06,1,0.78,0.5,0.7,-0.26,0.46,-1,-0.04,-0.98,-0.12,-0.42,1,-0.5,7
-1,-0.44,0.4,0.54,0.86,1,1,0.54,0.5,0.12,-0.12,-0.5,0.24,-1,,,1
0.8,0.56,-0.14,1,-1,0.46,0.26,0.36,0.9,0.88,1,0.02,0.58,-0.78,-0.68,-1,9
-0.64,0.48,-0.94,0.34,0.48,-0.32,-0.18,-1,-0.94,-0.46,0.18,0.26,1,1,-1,0.9,8
1,0.6,0.08,0.54,-0.5,0.92,0.56,1,0.98,0.48,0.52,-0.1,-0.16,-0.6,-1,-1,9
-0.84,0.84,0.34,1,0.74,0.64,0.24,-0.2,-0.38,-1,-1,-0.72,-0.24,-0.4,1,-0.46,7
-1,0.32,-0.5,1,-0.04,0.4,-0.14,-0.54,-0.48,-1,-0.58,-0.34,0.2,-0.08,1,0.22,7
-0.54,1,-1,0.3,-0.9,-0.54,0.04,-1,1,-0.58,0.9,0.24,0.06,0.84,-0.76,0.32,0
-1,-0.1,-0.46,0.22,0.26,0.62,1,1,0.68,0.48,0.26,-0.02,-0.18,-0.52,-0.6,-1,1
0.32,0.96,-0.56,0.34,1,0.76,-0.66,1,-0.78,0.04,-1,-1,0.58,-0.74,-0.56,0.06,8
-0.04,0.62,-0.42,1,0.34,0.76,-0.04,-0.2,-0.76,-0.94,-1,-0.84,-0.72,1,-1,,2
0.04,0.9,1,1,0.4,0.82,-0.48,0.54,-0.48,0.1,0.28,-0.14,-0.14,-0.72,-1,-1,5
-0.22,0.92,0.58,1,0.42,0.42,0.36,0.1,1,-0.32,0.72,-0.92,-0.14,-1,-1,-0.78,3
-0.24,1,-0.14,0.7,-1,0.2,-0.44,0.02,1,0.22,0.96,0.08,0.46,-0.5,-0.08,-1,4
-0.6,1,-0.32,0.26,0.14,-0.5,-0.54,-1,-0.88,-0.22,-1,0.62,-0.04,0.9,1,0.9,5
-0.18,1,-1,0.4,0.52,-0.26,1,-1,-0.8,-0.9,-0.18,-0.14,0.94,0.58,-0.46,0.82,8
-0.86,0.38,-1,-0.5,-0.28,-1,0.48,-0.8,1,-0.02,0.7,0.9,-0.1,1,-0.66,0.34,0
0.4,1,-0.46,0.5,-1,-0.22,-0.88,-1,0.26,-0.96,1,-0.34,0.86,0.42,-0.24,0.48,0
-1,0.94,-0.96,0.16,-0.62,-0.58,0.3,-1,1,-0.42,0.96,0.34,0.32,1,-0.68,0.86,0
-0.74,1,-1,0.08,-0.5,-0.74,0.4,-1,1,-0.3,0.72,0.62,-0.18,0.88,-0.88,0.24,0
-0.2,0.8,0.74,1,0.62,0.86,-0.22,0.42,0.4,-0.08,1,-0.54,0.04,-0.88,-1,-1,5
0.58,0.36,1,0.88,-0.06,1,-1,0.66,-0.46,0.24,0.68,0.16,0.82,-0.4,0.6,-1,9
-0.5,0.14,-0.6,-0.58,0.24,-1,1,-0.56,0.9,0.36,0.22,1,-0.72,0.98,-1,0.14,0
-0.28,0.62,0.38,0.8,1,1,0.6,0.6,0.2,0.2,-0.18,-0.2,-0.6,-0.62,-1,-1,1
-1,0.42,-0.06,0.7,1,1,0.84,0.64,0.5,0.2,0.24,-0.24,-0.1,-0.68,-0.2,-1,1
0.04,1,-0.44,0.5,0.26,-0.28,-0.18,-1,-1,-0.64,-0.68,0.32,-0.06,0.98,1,0.98,5
0.28,1,1,0.84,0.88,0.12,0.44,-0.56,0.44,-1,0.82,-0.38,0.04,0.18,-1,0.6,8
-0.34,1,-0.68,0.56,-1,0.04,-0.64,-0.38,0.16,-0.42,0.96,-0.32,1,-0.5,1,-1,4
1,0.66,0.28,1,0.3,0.5,-0.48,-0.3,-1,-1,-0.56,-0.08,0.06,1,0.56,,8
-0.64,1,-0.54,0.38,0.14,-0.22,-0.42,-1,-1,-0.46,-1,0.5,-0.2,0.88,1,0.98,5
-0.86,0.44,-0.32,1,0.58,0.9,0.34,0.22,-0.34,-0.34,-1,-0.9,-0.04,-1,1,-0.98,2
-0.02,0.94,0.54,1,0.58,0.2,-0.06,-0.44,-1,-0.78,-0.84,-0.52,0.16,-0.72,1,-1,2
-0.26,1,-0.84,0.56,-1,-0.22,-0.64,-0.92,0.18,-1,0.82,-0.48,1,0.28,0.44,0.84,0
-0.4,0.66,-0.84,-0.14,-0.62,-0.94,0.42,-1,1,-0.28,0.74,0.56,-0.22,1,-1,0.46,0
-0.26,0.56,0.58,1,0.78,0.36,0.2,-0.28,-0.68,-0.74,-1,-0.56,0.12,-0.56,1,-1,2
-1,1,0.06,0.9,0.6,0.32,0.38,-0.4,0.32,-1,1,-0.4,0.22,-0.28,-0.86,-0.22,7
0.2,1,-0.34,0.66,-1,-0.02,-0.84,-0.78,0.36,-1,1,-0.4,-0.04,-0.24,-0.36,-0.9,6
0.18,0.26,0.94,0.76,1,1,0.78,0.32,0.56,-0.4,0.1,-1,-1,-0.94,0.6,-0.96,1
-0.76,0.46,-0.42,1,0.4,0.74,0.02,0.06,-0.74,-0.44,-1,-0.92,-1,1,-1,,2
-0.76,0.52,-0.46,0.96,-0.1,-0.04,-0.44,-1,-1,-0.72,0.08,0.12,1,1,-0.4,0.92,8
-0.4,0.7,-0.6,0.32,0.48,-0.24,-0.08,-1,-1,-0.66,-1,0.3,-0.38,1,1,0.96,5
-0.78,1,-0.86,0.9,-1,0.46,-0.78,0.02,0.42,1,-0.12,0.7,-0.56,0.56,-1,,4
-0.86,0.08,-0.84,-0.72,0.12,-1,0.98,-0.52,1,0.36,0.26,1,-0.76,0.94,-1,0.12,0
-0.66,0.34,0.1,0.86,0.42,1,0.22,0.12,-0.04,-0.74,-1,-0.98,-0.26,-1,1,-1,1
-0.96,0.3,-0.42,-0.3,-0.08,-0.96,-0.76,-1,-1,-0.18,-0.64,0.46,0.16,0.76,1,1,5
0.22,0.8,0.34,0.22,0.98,1,-0.82,0.42,-0.66,0.12,-1,-1,1,-0.5,-0.66,0.22,8
-0.76,0.38,-0.48,0.98,0.58,1,0.4,0.46,0.58,-0.02,1,-0.7,0.06,-1,-1,-0.76,3
-1,0.08,-0.46,0.28,0.26,0.66,1,1,0.94,0.56,0.62,0.06,0.36,-0.48,0.26,-1,1
-0.98,0.36,-0.92,1,0.1,0.54,0.1,-0.38,-0.86,-0.96,-1,-0.88,0.2,-1,1,-0.62,2
-0.02,0.9,0.64,1,0.36,0.36,0.46,0.32,1,-0.18,0.48,-0.76,-0.42,-1,-1,-0.58,3
-0.06,1,-0.66,0.36,-1,-0.32,-0.82,-1,0.42,-0.64,0.94,0.02,1,0.72,-0.04,0.9,0
-0.56,0.78,-1,0.1,-0.22,-0.06,-0.14,-0.92,-0.88,-1,-0.68,0.12,-0.22,1,1,0.96,5
0.08,0.26,-0.1,1,-0.98,0.06,-0.78,-1,0.5,-0.64,1,0.48,-0.12,0.96,-1,0.08,0
-0.64,0.82,-1,-0.04,-0.56,-0.88,0.32,-1,1,-0.4,0.82,0.52,0.04,1,-0.68,0.52,0
-0.42,1,-1,0.54,-1,0.06,0.5,-0.12,1,0.26,0.44,0.02,0.46,-0.5,0.34,-1,4
-0.56,1,-1,0.4,-0.44,-0.12,0.66,-0.06,1,0.58,0.42,0.22,-0.1,-0.4,-0.62,-1,4
-0.36,0.18,0.4,0.54,0.96,1,1,0.66,0.74,0.16,0.58,-0.34,0.14,-0.82,-1,-1,1
-0.28,0.8,-0.32,0.3,0.54,-0.36,-0.2,-1,-0.74,-0.4,-1,0.44,-0.52,1,1,0.86,5
1,1,0.38,0.92,-0.24,0.32,-0.72,-0.34,-0.62,-1,0.36,-0.94,0.04,-0.36,-1,-0.5,6
-0.32,0.34,0.96,0.48,1,1,-0.36,0.8,-1,0.26,0.38,0.3,0.7,-0.18,0.28,-1,9
-0.56,0.06,0.52,0.4,1,1,-0.22,0.98,-1,0.42,0.06,0.22,0.34,-0.38,-0.2,-1,9
0.24,0.96,-0.56,0.44,-1,-0.42,-0.44,-1,0.54,-0.7,1,0.14,0.72,1,-0.26,0.94,0
0.24,0.74,-0.18,0.26,1,1,-0.56,0.44,-0.84,-0.18,-0.4,-1,0.86,-0.16,-1,-0.32,8
0.34,0.98,-1,0.9,-0.42,0.22,1,-0.28,0.74,-1,-0.14,-0.58,0.4,0.2,0.66,1,8
-1,0.76,0.3,0.1,1,-0.68,-0.1,-1,-0.14,-0.2,0.8,0.54,0.36,1,-0.84,0.38,8
-0.28,0.8,0.68,1,1,0.5,0.24,0.02,0.64,-0.1,0.7,-0.74,-0.24,-1,-1,-0.62,3
0.76,1,-0.04,0.66,-0.68,0.18,-1,-0.38,-0.44,1,-0.1,0.5,-0.46,0.24,-1,,4
-1,0.18,-0.68,0.46,0.54,0.9,1,1,0.4,0.5,-0.1,-0.5,-0.5,-0.32,-1,,1
0.76,1,-0.04,0.88,0.18,0.38,1,0.7,0.8,0.12,0.6,-0.54,-0.08,-1,-1,-0.76,9
0.6,0.56,-0.36,1,-0.68,0.36,0.62,0.42,1,0.42,1,-0.3,0.36,-0.92,-1,-1,9
0.76,0.76,0.06,0.56,1,-0.2,0.82,-1,-1,-0.98,-0.9,-0.22,0.14,0.52,-0.64,1,8
1,0.88,0.16,1,-0.7,0.4,-1,-0.32,-0.44,-0.98,0.94,-1,0.82,-0.44,-0.38,-0.58,6
-0.46,1,-0.84,0.12,0.14,-0.18,-0.6,-1,-1,-0.52,-0.64,0.7,-0.04,0.94,1,0.88,5
-0.16,0.8,0.48,1,1,0.74,0.4,0.4,-0.08,0.12,-0.62,-0.3,-1,-1,-0.9,,3
-0.44,1,-1,0.6,-0.5,0.06,0.92,-0.08,1,0.48,0.42,0.32,-0.14,-0.34,-0.44,-1,4
-0.56,0.42,-0.18,1,0.02,0.86,-0.08,0.08,-0.2,-0.7,-1,-0.98,-0.08,-0.96,1,-1,1
-0.04,1,-0.38,0.52,0.7,0.76,-0.66,0.96,0.3,0.42,1,-0.24,0.36,-0.88,-1,-1,9
-0.6,1,-0.74,0.44,-1,-0.14,-0.42,-0.48,0.76,-0.44,1,-0.1,0.36,-0.42,0.38,-1,4
-0.24,1,-0.46,0.78,-0.84,0.34,-1,-0.12,-0.2,-0.36,1,-0.18,0.66,-0.56,0.62,-1,4
-0.34,0.86,0.68,1,0.8,0.56,-0.08,0.18,0.88,-0.06,1,-0.64,0.12,-0.98,-1,-1,3
-0.72,0.72,-1,0.5,-0.98,-0.42,-0.2,-1,0.88,-0.8,1,0.06,0.24,0.72,-0.82,1,0
0.18,1,-0.26,0.38,-1,-0.32,-0.08,-0.34,1,-0.24,0.62,0.02,0.26,-0.14,-0.08,-1,4
-1,0.52,-0.16,1,0.32,0.5,-0.08,-0.24,-0.14,-1,-0.56,-0.62,-0.1,-0.28,1,-0.22,7
0.06,1,-0.5,0.4,-1,-0.22,-0.32,1,-0.16,0.7,0.28,0.54,-0.36,0.6,-1,,4
-0.64,0.66,0.06,1,0.34,0.5,-0.14,-0.06,-0.76,-0.56,-1,-1,-0.78,1,-0.56,,2
-1,0.24,-0.36,0.46,0.38,0.82,1,1,0.6,0.5,0.18,0.02,-0.22,-0.48,-0.46,-1,1
-1,0.06,-0.28,0.54,0.64,0.98,1,1,0.46,0.5,-0.22,-0.82,-0.5,-0.94,-1,,1
0.2,0.82,-0.72,0.6,0.18,0.12,-0.86,-1,-1,-0.92,-0.1,-0.18,0.82,1,1,,5
-0.92,0.76,-1,-0.14,-0.5,-0.92,0.4,-1,1,-0.3,0.88,0.58,0.06,1,-0.84,0.72,0
1,1,0.12,0.56,-0.52,0.06,-1,-0.46,-0.78,-1,0.48,-0.94,0.12,-0.54,-0.88,-0.72,6
-0.22,0.78,-0.26,0.18,0.3,-0.42,-0.52,-1,-0.88,-0.26,-1,0.6,-0.24,1,1,0.96,5
-0.62,0.26,0.16,1,0.04,0.48,-0.06,-0.46,0.82,-1,1,-0.9,-0.5,-0.84,-1,-0.82,1
-0.22,0.76,0.64,1,1,0.36,0.36,-0.32,-0.32,-1,-0.68,-0.8,-1,-0.1,0.56,,7
-0.36,0.72,-1,0.22,-0.8,-0.92,0.14,-1,1,-0.4,0.94,0.74,1,-0.92,0.74,,0
0.38,0.96,0.06,0.66,0.7,0.96,-0.08,1,0.62,0.3,1,-0.46,-0.16,-0.78,-1,-1,9
-0.52,0.36,-0.24,0.7,1,1,0.7,0.6,0.12,0.22,-0.42,-0.18,-0.88,-0.6,-1,-1,1
-0.56,1,0.32,1,0.88,-0.1,0.9,-0.9,-0.18,0.16,-1,0.56,-0.16,-1,-0.08,,8
0.68,0.66,-0.56,0.52,-0.84,0.9,0.44,1,1,0.52,0.54,-0.06,-0.18,-0.56,-1,-1,9
1,0.92,-0.12,0.5,-0.56,1,0.54,0.98,0.82,0.3,0.86,-0.42,0.34,-1,-1,-0.76,9
0.06,0.86,0.92,1,0.98,0.52,0.3,0.1,0.58,-0.28,1,-0.72,0.08,-1,-1,-1,3
-0.3,0.56,-0.04,1,0.52,0.56,0.14,-0.18,-0.52,-0.78,-1,-0.84,-0.86,1,-1,,2
-0.42,1,-0.5,0.46,-1,-0.26,-0.04,-0.36,1,-0.36,0.68,0.36,0.2,-0.22,-0.14,-1,4
-0.46,0.64,0.16,1,0.46,0.66,0.36,0.06,1,-0.32,0.52,-0.84,-0.24,-1,-1,-0.9,3
1,0.86,0.24,0.54,-1,0.22,-0.74,0.76,0.52,1,0.88,0.34,0.44,-0.34,-0.08,-1,9
-0.78,0.6,-0.8,-0.5,-0.08,-1,0.74,-0.78,1,0.22,0.38,0.94,-0.48,1,-1,0.22,0
-0.18,0.62,-0.04,1,0.34,0.42,-0.28,-1,-0.48,-0.42,-0.62,0.44,-1,1,-0.38,,2
-1,0.58,-0.58,1,-0.38,0.36,-0.56,-0.32,-0.86,-0.96,-0.32,-1,0.38,-0.84,1,-0.78,2
-0.28,0.06,1,0.64,0.1,1,-0.96,0.38,-0.28,-0.32,0.48,-1,-1,-0.72,0.24,-0.12,8
-1,0.44,-0.36,0.82,0.54,1,1,0.76,0.74,-0.1,0.5,-1,0.22,-0.7,0.78,-0.32,7
-0.08,0.76,-0.52,0.22,-0.62,-0.78,0.26,-1,1,-0.42,0.72,0.56,-0.1,1,-1,0.72,0
0.46,0.56,-0.8,0.46,0.2,-0.3,-0.14,-1,-1,-0.5,0.14,0.24,1,1,-0.6,0.92,8
0.34,1,-0.64,0.62,-0.12,-0.22,-0.3,-1,-1,-0.44,0.06,0.14,1,0.76,-0.16,0.88,8
-0.34,0.32,0.44,0.72,1,1,0.52,0.42,0.4,-0.2,0.1,-0.8,-1,-1,-0.74,-0.88,1
0.52,0.94,0.28,0.24,1,-0.7,-0.72,-1,-1,-0.3,0.8,0.18,0.96,1,-1,0.96,8
-1,0.88,-0.36,1,0.54,0.96,1,0.62,0.66,0.2,0.2,-0.2,-0.24,-0.6,-0.56,-1,7
-0.28,0.2,-0.2,1,0.14,0.36,-0.28,-0.42,-1,-0.94,-0.7,-0.84,0.18,-1,1,-0.8,2
-1,0.24,-0.04,0.62,1,1,0.74,0.72,0.16,0.3,-0.22,-0.12,-0.68,-0.58,-0.8,-1,1
-0.48,0.62,0.34,1,0.64,0.6,0.06,0.08,0.54,-0.2,1,-0.64,0.12,-1,-1,-0.98,3
0.14,0.92,1,1,0.62,0.9,-0.2,0.7,-0.4,0.2,0.14,-0.36,-0.2,-0.94,-1,-1,5
-1,0.18,-0.38,0.4,0.3,0.74,1,1,0.74,0.5,0.5,0.02,0.36,-0.5,0.2,-1,1
-0.3,1,-1,0.48,-0.98,-0.1,0.36,-0.28,1,0.16,0.76,0.08,0.58,-0.52,0.44,-1,4
-0.2,0.76,0.56,1,0.42,0.32,0.36,0.22,1,-0.22,0.4,-0.86,-0.62,-1,-1,-0.46,3
-0.12,0.54,-0.62,-0.22,-0.62,-1,-1,-0.84,-0.38,-0.62,0.32,0.14,0.74,1,1,,5
-0.28,0.74,-0.52,1,0.54,1,0.28,0.4,0.48,0.04,1,-0.48,0.24,-0.96,-1,-1,3
